event_type,event_cause,corridor,zone,police_station,veh_type,hour,day_of_week,month,is_weekend,is_peak_hour,priority,requires_road_closure,resolution_minutes,time_unspecified,cause_speed
unplanned,vehicle_breakdown,bellary road 2,north zone 2,yelahanka,ksrtc_bus,4.0,5.0,12.0,1,0,High,False,8.450361483333333,0,fast
unplanned,vehicle_breakdown,non-corridor,central zone 2,wilson garden,bmtc_bus,4.0,5.0,12.0,1,0,Low,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,central zone 2,wilson garden,bmtc_bus,5.0,5.0,12.0,1,1,Low,False,87.37563088333333,0,fast
unplanned,vehicle_breakdown,orr east 1,south zone 2,hsr layout,bmtc_bus,6.0,5.0,12.0,1,1,High,False,81.59911578333335,0,fast
unplanned,vehicle_breakdown,bellary road 1,north zone 2,kodigehalli,lcv,6.0,5.0,12.0,1,1,High,False,7.943334633333333,0,fast
unplanned,congestion,non-corridor,central zone 1,adugodi,unknown,6.0,5.0,12.0,1,1,Low,False,,0,fast
unplanned,vehicle_breakdown,tumkur road,west zone 1,peenya,lcv,8.0,5.0,12.0,1,0,High,False,15.30609795,0,fast
unplanned,others,orr north 2,north zone 2,jalahalli,unknown,11.0,5.0,12.0,1,0,High,False,425.97661755,0,fast
unplanned,construction,orr north 1,east zone 2,banaswadi,unknown,18.0,5.0,12.0,1,0,High,True,84.54522296666667,0,slow
unplanned,vehicle_breakdown,mysore road,west zone 2,byatarayanapura,ksrtc_bus,19.0,5.0,12.0,1,1,High,False,7.529350916666667,0,fast
unplanned,vehicle_breakdown,tumkur road,west zone 1,peenya,private_car,19.0,5.0,12.0,1,1,High,False,30.706076783333334,0,fast
unplanned,vehicle_breakdown,tumkur road,west zone 1,yeshwanthpura,heavy_vehicle,20.0,5.0,12.0,1,1,High,False,66.04253946666667,0,fast
unplanned,vehicle_breakdown,mysore road,central zone 2,city market,bmtc_bus,20.0,5.0,12.0,1,1,High,False,,0,fast
unplanned,vehicle_breakdown,old madras road,central zone 1,halasur,lcv,20.0,5.0,12.0,1,1,High,False,,0,fast
unplanned,road_conditions,bellary road 1,north zone 2,kodigehalli,unknown,21.0,5.0,12.0,1,1,High,False,282.6844774666667,0,slow
unplanned,vehicle_breakdown,mysore road,central zone 2,halasuru gate,others,21.0,5.0,12.0,1,1,High,False,13.244365666666663,0,fast
unplanned,vehicle_breakdown,bellary road 2,north zone 1,kodigehalli,taxi,21.0,5.0,12.0,1,1,High,False,,0,fast
unplanned,vehicle_breakdown,airport new south road,north zone 1,hennuru,bmtc_bus,21.0,5.0,12.0,1,1,High,False,,0,fast
unplanned,water_logging,west of chord road,west zone 1,malleshwaram,unknown,21.0,5.0,12.0,1,1,High,False,,0,slow
unplanned,vehicle_breakdown,orr north 1,north zone 1,hennuru,bmtc_bus,22.0,5.0,12.0,1,1,High,False,,0,fast
unplanned,vehicle_breakdown,orr north 1,north zone 1,hennuru,bmtc_bus,22.0,5.0,12.0,1,1,High,False,,0,fast
unplanned,vehicle_breakdown,old madras road,central zone 1,cubbon park,others,22.0,5.0,12.0,1,1,High,False,78.62757426666667,0,fast
planned,construction,old madras road,central zone 1,ashok nagar,unknown,22.0,5.0,12.0,1,1,High,False,149.8709145,0,slow
unplanned,vehicle_breakdown,non-corridor,north zone 1,pulikeshinagar(f.town),bmtc_bus,22.0,5.0,12.0,1,1,Low,False,50.02411501666666,0,fast
unplanned,vehicle_breakdown,mysore road,west zone 2,byatarayanapura,heavy_vehicle,23.0,5.0,12.0,1,0,High,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,south zone 2,adugodi,bmtc_bus,23.0,5.0,12.0,1,0,Low,False,,0,fast
unplanned,vehicle_breakdown,mysore road,west zone 2,byatarayanapura,private_bus,0.0,6.0,12.0,1,0,High,False,,0,fast
unplanned,others,cbd 2,central zone 2,cubbon park,unknown,0.0,6.0,12.0,1,0,High,False,187.27650548333332,0,fast
planned,construction,non-corridor,west zone 1,peenya,unknown,0.0,6.0,12.0,1,0,Low,False,,0,slow
unplanned,vehicle_breakdown,tumkur road,west zone 1,peenya,others,0.0,6.0,12.0,1,0,High,False,,0,fast
unplanned,vehicle_breakdown,mysore road,west zone 2,byatarayanapura,lcv,0.0,6.0,12.0,1,0,High,False,19.0847936,0,fast
unplanned,vehicle_breakdown,non-corridor,central zone 2,high ground,truck,2.0,6.0,12.0,1,0,Low,False,,0,fast
unplanned,vehicle_breakdown,tumkur road,north zone 2,chikkabanavara,private_car,2.0,6.0,12.0,1,0,High,False,,0,fast
unplanned,vehicle_breakdown,mysore road,central zone 2,halasuru gate,heavy_vehicle,3.0,6.0,12.0,1,0,High,False,,0,fast
unplanned,vehicle_breakdown,tumkur road,west zone 1,yeshwanthpura,ksrtc_bus,3.0,6.0,12.0,1,0,High,False,,0,fast
unplanned,vehicle_breakdown,hennur main road,north zone 1,hennuru,truck,4.0,6.0,12.0,1,0,High,False,,0,fast
unplanned,others,non-corridor,central zone 2,r.t. nagar,unknown,5.0,6.0,12.0,1,1,Low,False,30157.306580266668,0,fast
unplanned,vehicle_breakdown,bellary road 2,north zone 2,yelahanka,private_car,5.0,6.0,12.0,1,1,High,False,,0,fast
unplanned,vehicle_breakdown,tumkur road,west zone 2,yeshwanthpura,others,5.0,6.0,12.0,1,1,High,False,17.231514116666666,0,fast
unplanned,vehicle_breakdown,tumkur road,north zone 2,chikkabanavara,private_car,6.0,6.0,12.0,1,1,High,False,,0,fast
unplanned,vehicle_breakdown,hosur road,south zone 2,madiwala,heavy_vehicle,6.0,6.0,12.0,1,1,High,False,1.4245817833333334,0,fast
unplanned,vehicle_breakdown,hosur road,south zone 2,madiwala,heavy_vehicle,6.0,6.0,12.0,1,1,High,False,,0,fast
unplanned,vehicle_breakdown,mysore road,west zone 1,byatarayanapura,ksrtc_bus,7.0,6.0,12.0,1,1,High,False,89.9522413,0,fast
unplanned,vehicle_breakdown,hosur road,south zone 1,electronic city,lcv,8.0,6.0,12.0,1,0,High,False,59.55044333333333,0,fast
unplanned,vehicle_breakdown,orr north 2,west zone 1,yeshwanthpura,bmtc_bus,8.0,6.0,12.0,1,0,High,False,89.7169197,0,fast
unplanned,vehicle_breakdown,orr east 1,south zone 2,hsr layout,truck,9.0,6.0,12.0,1,0,High,False,,0,fast
unplanned,pot_holes,bellary road 1,north zone 2,kodigehalli,unknown,12.0,6.0,12.0,1,0,High,True,285.07037575,0,slow
unplanned,construction,orr north 1,east zone 2,hennuru,unknown,18.0,6.0,12.0,1,0,High,True,,0,slow
unplanned,vehicle_breakdown,tumkur road,west zone 2,sadashivanagar,lcv,19.0,6.0,12.0,1,1,High,False,,0,fast
unplanned,vehicle_breakdown,mysore road,west zone 1,byatarayanapura,truck,19.0,6.0,12.0,1,1,High,False,,0,fast
unplanned,road_conditions,orr west 1,west zone 1,byatarayanapura,unknown,20.0,6.0,12.0,1,1,High,False,26287.669071800003,0,slow
unplanned,vehicle_breakdown,magadi road,central zone 2,magadi road,bmtc_bus,20.0,6.0,12.0,1,1,High,False,31.16099865,0,fast
unplanned,vehicle_breakdown,non-corridor,south zone 1,jayanagara,bmtc_bus,21.0,6.0,12.0,1,1,Low,False,56.05031413333334,0,fast
unplanned,vehicle_breakdown,hosur road,south zone 2,madiwala,private_bus,21.0,6.0,12.0,1,1,High,False,114.57613495,0,fast
unplanned,vehicle_breakdown,mysore road,central zone 2,halasuru gate,private_car,23.0,6.0,12.0,1,0,High,False,,0,fast
unplanned,vehicle_breakdown,varthur road,east zone 1,whitefield,truck,0.0,0.0,12.0,0,0,High,True,,0,fast
unplanned,vehicle_breakdown,old madras road,central zone 1,ashok nagar,bmtc_bus,1.0,0.0,12.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,old madras road,central zone 1,halasur,lcv,3.0,0.0,12.0,0,0,High,False,35.652395733333336,0,fast
unplanned,vehicle_breakdown,mysore road,west zone 2,byatarayanapura,bmtc_bus,3.0,0.0,12.0,0,0,High,False,32.90016421666667,0,fast
unplanned,vehicle_breakdown,mysore road,west zone 2,byatarayanapura,ksrtc_bus,3.0,0.0,12.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,magadi road,west zone 1,kamakshipalya,heavy_vehicle,3.0,0.0,12.0,0,0,High,False,81.95171803333332,0,fast
planned,procession,bellary road 2,north zone 1,kodigehalli,unknown,4.0,0.0,12.0,0,0,High,True,,0,fast
unplanned,vehicle_breakdown,west of chord road,west zone 2,byatarayanapura,bmtc_bus,4.0,0.0,12.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,central zone 2,wilson garden,bmtc_bus,4.0,0.0,12.0,0,0,Low,False,91.13215373333334,0,fast
unplanned,vehicle_breakdown,orr west 1,west zone 1,byatarayanapura,bmtc_bus,5.0,0.0,12.0,0,1,High,False,,0,fast
unplanned,vehicle_breakdown,orr north 1,north zone 1,banaswadi,others,6.0,0.0,12.0,0,1,High,False,,0,fast
unplanned,vehicle_breakdown,tumkur road,west zone 2,jnanabharathi,bmtc_bus,6.0,0.0,12.0,0,1,Low,False,,0,fast
unplanned,vehicle_breakdown,bellary road 2,north zone 1,yelahanka,private_car,7.0,0.0,12.0,0,1,High,True,33.596919400000004,0,fast
unplanned,vehicle_breakdown,mysore road,west zone 2,byatarayanapura,lcv,17.0,0.0,12.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,mysore road,central zone 2,cubbon park,private_car,21.0,0.0,12.0,0,1,High,False,,0,fast
unplanned,vehicle_breakdown,orr west 1,south zone 1,j.p. nagar,others,21.0,0.0,12.0,0,1,High,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,central zone 2,high ground,private_bus,22.0,0.0,12.0,0,1,Low,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,central zone 2,high ground,private_bus,22.0,0.0,12.0,0,1,Low,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,central zone 2,high ground,private_bus,22.0,0.0,12.0,0,1,Low,False,,0,fast
planned,construction,irr(thanisandra road),central zone 1,ashok nagar,unknown,22.0,0.0,12.0,0,1,High,False,,0,slow
unplanned,vehicle_breakdown,mysore road,west zone 1,byatarayanapura,auto,23.0,0.0,12.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,magadi road,central zone 2,magadi road,bmtc_bus,1.0,1.0,12.0,0,0,High,False,1.7148693166666669,0,fast
unplanned,vehicle_breakdown,tumkur road,west zone 1,peenya,private_car,1.0,1.0,12.0,0,0,High,False,33.985266100000004,0,fast
unplanned,vehicle_breakdown,tumkur road,west zone 1,peenya,private_car,1.0,1.0,12.0,0,0,High,False,,0,fast
unplanned,construction,magadi road,west zone 2,magadi road,unknown,2.0,1.0,12.0,0,0,High,False,,0,slow
unplanned,vehicle_breakdown,old madras road,central zone 1,halasur,ksrtc_bus,3.0,1.0,12.0,0,0,High,False,46.4795299,0,fast
unplanned,vehicle_breakdown,non-corridor,central zone 2,high ground,lcv,3.0,1.0,12.0,0,0,Low,False,140.87877841666665,0,fast
unplanned,accident,non-corridor,central zone 2,halasuru gate,unknown,4.0,1.0,12.0,0,0,Low,False,30.651319966666662,0,fast
unplanned,road_conditions,orr west 1,west zone 1,byatarayanapura,unknown,4.0,1.0,12.0,0,0,High,False,1564.7028752166666,0,slow
unplanned,vehicle_breakdown,irr(thanisandra road),south zone 2,adugodi,bmtc_bus,5.0,1.0,12.0,0,1,High,False,41.87327523333333,0,fast
unplanned,road_conditions,bellary road 1,north zone 1,kodigehalli,unknown,5.0,1.0,12.0,0,1,High,False,,0,slow
unplanned,vehicle_breakdown,non-corridor,central zone 2,high ground,taxi,8.0,1.0,12.0,0,0,Low,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,central zone 2,cubbon park,taxi,8.0,1.0,12.0,0,0,Low,False,18.1132444,0,fast
unplanned,vehicle_breakdown,tumkur road,north zone 2,chikkabanavara,lcv,9.0,1.0,12.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,bellary road 1,central zone 2,high ground,private_bus,19.0,1.0,12.0,0,1,High,False,,0,fast
unplanned,accident,non-corridor,central zone 2,magadi road,unknown,19.0,1.0,12.0,0,1,Low,False,,0,fast
unplanned,vehicle_breakdown,hosur road,south zone 2,madiwala,bmtc_bus,20.0,1.0,12.0,0,1,High,False,22.29174835,0,fast
unplanned,vehicle_breakdown,magadi road,west zone 2,magadi road,unknown,20.0,1.0,12.0,0,1,High,False,35.64787915,0,fast
unplanned,vehicle_breakdown,non-corridor,east zone 2,k.r. pura,bmtc_bus,20.0,1.0,12.0,0,1,Low,False,61.508581766666666,0,fast
unplanned,road_conditions,bellary road 1,north zone 2,hebbala,unknown,20.0,1.0,12.0,0,1,High,False,,0,slow
unplanned,road_conditions,bellary road 1,north zone 2,hebbala,unknown,21.0,1.0,12.0,0,1,High,False,,0,slow
unplanned,vehicle_breakdown,mysore road,west zone 2,high ground,bmtc_bus,21.0,1.0,12.0,0,1,Low,False,,0,fast
unplanned,others,mysore road,central zone 2,magadi road,unknown,21.0,1.0,12.0,0,1,High,False,,0,fast
unplanned,vehicle_breakdown,old airport road,central zone 1,jeevanbheemanagar,taxi,21.0,1.0,12.0,0,1,High,False,21.842817266666668,0,fast
unplanned,others,mysore road,central zone 2,magadi road,unknown,21.0,1.0,12.0,0,1,High,False,,0,fast
unplanned,vehicle_breakdown,bannerghata road,south zone 1,mico layout,private_car,21.0,1.0,12.0,0,1,High,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,central zone 1,ashok nagar,private_bus,21.0,1.0,12.0,0,1,Low,False,,0,fast
unplanned,tree_fall,non-corridor,south zone 1,jayanagara,unknown,21.0,1.0,12.0,0,1,Low,True,10598.78636985,0,fast
unplanned,vehicle_breakdown,tumkur road,west zone 1,peenya,bmtc_bus,22.0,1.0,12.0,0,1,High,False,6.345362283333333,0,fast
unplanned,vehicle_breakdown,west of chord road,west zone 2,rajajinagar,private_bus,22.0,1.0,12.0,0,1,High,False,,0,fast
unplanned,others,mysore road,central zone 2,byatarayanapura,unknown,22.0,1.0,12.0,0,1,High,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,central zone 2,upparpet,ksrtc_bus,22.0,1.0,12.0,0,1,Low,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,central zone 2,upparpet,ksrtc_bus,22.0,1.0,12.0,0,1,Low,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,central zone 2,upparpet,lcv,22.0,1.0,12.0,0,1,Low,False,,0,fast
unplanned,vehicle_breakdown,bannerghata road,south zone 2,hulimavu,bmtc_bus,23.0,1.0,12.0,0,0,High,False,,0,fast
unplanned,accident,bellary road 2,north zone 2,yelahanka,unknown,0.0,2.0,12.0,0,0,High,False,38.39330155,0,fast
unplanned,vehicle_breakdown,west of chord road,west zone 2,magadi road,bmtc_bus,0.0,2.0,12.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,west zone 2,sadashivanagar,heavy_vehicle,2.0,2.0,12.0,0,0,Low,False,14.36698985,0,fast
unplanned,vehicle_breakdown,bellary road 1,north zone 2,sadashivanagar,heavy_vehicle,2.0,2.0,12.0,0,0,High,False,115.132901,0,fast
unplanned,vehicle_breakdown,non-corridor,central zone 2,halasuru gate,private_bus,2.0,2.0,12.0,0,0,Low,True,109.37136253333333,0,fast
unplanned,others,magadi road,west zone 2,magadi road,unknown,3.0,2.0,12.0,0,0,High,False,2.269037,0,fast
unplanned,others,magadi road,west zone 2,magadi road,unknown,3.0,2.0,12.0,0,0,High,False,85.97490423333333,0,fast
unplanned,vehicle_breakdown,tumkur road,west zone 1,peenya,truck,3.0,2.0,12.0,0,0,High,False,43.36787996666667,0,fast
unplanned,vehicle_breakdown,mysore road,central zone 1,ashok nagar,ksrtc_bus,4.0,2.0,12.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,central zone 2,basavanagudi,bmtc_bus,4.0,2.0,12.0,0,0,Low,False,,0,fast
unplanned,road_conditions,orr north 2,north zone 2,jalahalli,unknown,4.0,2.0,12.0,0,0,High,False,2434.732365266667,0,slow
unplanned,vehicle_breakdown,mysore road,central zone 2,chamarajpet,heavy_vehicle,4.0,2.0,12.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,mysore road,central zone 2,halasuru gate,bmtc_bus,5.0,2.0,12.0,0,1,High,False,54.04092538333334,0,fast
unplanned,vehicle_breakdown,magadi road,west zone 1,kamakshipalya,lcv,5.0,2.0,12.0,0,1,High,False,125.2718676,0,fast
unplanned,vehicle_breakdown,old madras road,central zone 1,banaswadi,others,6.0,2.0,12.0,0,1,High,False,,0,fast
unplanned,vehicle_breakdown,mysore road,west zone 2,byatarayanapura,private_bus,6.0,2.0,12.0,0,1,High,False,,0,fast
unplanned,vehicle_breakdown,bellary road 2,north zone 2,yelahanka,private_bus,8.0,2.0,12.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,central zone 2,halasuru gate,private_bus,8.0,2.0,12.0,0,0,Low,True,22.256770483333334,0,fast
unplanned,vehicle_breakdown,bellary road 1,north zone 2,sadashivanagar,taxi,18.0,2.0,12.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,hosur road,south zone 2,madiwala,others,19.0,2.0,12.0,0,1,High,False,48.62803473333334,0,fast
unplanned,vehicle_breakdown,old madras road,central zone 1,banaswadi,others,19.0,2.0,12.0,0,1,High,False,,0,fast
unplanned,vehicle_breakdown,mysore road,central zone 2,chamarajpet,others,19.0,2.0,12.0,0,1,High,False,63.322104683333336,0,fast
unplanned,vehicle_breakdown,bellary road 2,unknown,chikkajala,others,20.0,2.0,12.0,0,1,High,False,,0,fast
unplanned,accident,bellary road 2,north zone 2,yelahanka,unknown,20.0,2.0,12.0,0,1,High,False,30.054063183333334,0,fast
unplanned,vehicle_breakdown,orr west 1,west zone 2,banashankari,truck,21.0,2.0,12.0,0,1,High,False,,0,fast
planned,public_event,non-corridor,south zone 2,mico layout,unknown,21.0,2.0,12.0,0,1,Low,False,,0,fast
unplanned,water_logging,non-corridor,east zone 2,k.r. pura,unknown,21.0,2.0,12.0,0,1,Low,False,,0,slow
unplanned,vehicle_breakdown,west of chord road,west zone 1,rajajinagar,ksrtc_bus,22.0,2.0,12.0,0,1,High,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,central zone 2,magadi road,ksrtc_bus,22.0,2.0,12.0,0,1,Low,False,,0,fast
unplanned,others,bellary road 2,north zone 2,yelahanka,unknown,22.0,2.0,12.0,0,1,High,False,4199.15399095,0,fast
unplanned,vehicle_breakdown,non-corridor,south zone 2,wilson garden,lcv,23.0,2.0,12.0,0,0,Low,False,,0,fast
unplanned,pot_holes,old madras road,central zone 1,cubbon park,unknown,19.0,2.0,12.0,0,1,High,False,131703.76729238333,0,slow
unplanned,vehicle_breakdown,west of chord road,west zone 1,malleshwaram,bmtc_bus,0.0,3.0,12.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,tumkur road,west zone 2,yeshwanthpura,bmtc_bus,1.0,3.0,12.0,0,0,High,False,82.14613223333335,0,fast
unplanned,vehicle_breakdown,airport new south road,north zone 1,k.g. halli,bmtc_bus,1.0,3.0,12.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,airport new south road,north zone 1,k.g. halli,bmtc_bus,2.0,3.0,12.0,0,0,High,False,100.85719166666668,0,fast
unplanned,vehicle_breakdown,tumkur road,west zone 1,peenya,lcv,2.0,3.0,12.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,tumkur road,north zone 2,chikkabanavara,bmtc_bus,2.0,3.0,12.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,bellary road 1,north zone 1,kodigehalli,others,2.0,3.0,12.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,bellary road 1,north zone 1,kodigehalli,others,2.0,3.0,12.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,south zone 1,k.s. layout,bmtc_bus,2.0,3.0,12.0,0,0,Low,False,,0,fast
unplanned,vehicle_breakdown,orr east 1,east zone 1,hal old airport,bmtc_bus,3.0,3.0,12.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,tumkur road,north zone 2,chikkabanavara,heavy_vehicle,3.0,3.0,12.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,varthur road,east zone 1,hal old airport,bmtc_bus,4.0,3.0,12.0,0,0,High,False,11.0878252,0,fast
unplanned,others,non-corridor,east zone 1,mahadevapura,unknown,4.0,3.0,12.0,0,0,Low,False,39.2511919,0,fast
unplanned,vehicle_breakdown,non-corridor,central zone 1,halasur,taxi,4.0,3.0,12.0,0,0,Low,False,,0,fast
unplanned,accident,bannerghata road,south zone 2,j.p. nagar,unknown,19.0,3.0,12.0,0,1,High,False,,0,fast
unplanned,vehicle_breakdown,cbd 2,west zone 2,shivajinagar,bmtc_bus,4.0,3.0,12.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,cbd 2,west zone 2,shivajinagar,bmtc_bus,4.0,3.0,12.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,old madras road,central zone 1,cubbon park,bmtc_bus,4.0,3.0,12.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,mysore road,central zone 2,halasuru gate,lcv,4.0,3.0,12.0,0,0,High,False,2.5229375,0,fast
unplanned,vehicle_breakdown,mysore road,central zone 2,halasuru gate,bmtc_bus,4.0,3.0,12.0,0,0,High,False,60.66095205,0,fast
unplanned,vehicle_breakdown,non-corridor,north zone 1,pulikeshinagar(f.town),lcv,4.0,3.0,12.0,0,0,Low,False,,0,fast
unplanned,vehicle_breakdown,cbd 2,west zone 2,shivajinagar,bmtc_bus,4.0,3.0,12.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,varthur road,east zone 1,hal old airport,lcv,5.0,3.0,12.0,0,1,High,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,central zone 2,r.t. nagar,private_bus,8.0,3.0,12.0,0,0,Low,False,,0,fast
unplanned,road_conditions,old airport road,central zone 1,jeevanbheemanagar,unknown,9.0,3.0,12.0,0,0,High,False,773.9601677166667,0,slow
unplanned,construction,bellary road 1,north zone 2,hebbala,unknown,13.0,3.0,12.0,0,0,High,True,,0,slow
unplanned,vehicle_breakdown,tumkur road,west zone 1,yeshwanthpura,heavy_vehicle,19.0,3.0,12.0,0,1,High,False,,0,fast
planned,public_event,non-corridor,south zone 2,mico layout,unknown,21.0,3.0,12.0,0,1,Low,False,,0,fast
unplanned,vehicle_breakdown,orr west 1,south zone 1,banashankari,heavy_vehicle,21.0,3.0,12.0,0,1,High,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,central zone 2,cubbon park,private_car,21.0,3.0,12.0,0,1,Low,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,central zone 2,cubbon park,private_car,21.0,3.0,12.0,0,1,Low,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,east zone 1,mahadevapura,bmtc_bus,21.0,3.0,12.0,0,1,Low,True,,0,fast
unplanned,water_logging,non-corridor,east zone 2,k.r. pura,unknown,21.0,3.0,12.0,0,1,Low,True,,0,slow
unplanned,others,mysore road,central zone 2,chamarajpet,unknown,22.0,3.0,12.0,0,1,High,False,3082.97852185,0,fast
unplanned,vehicle_breakdown,bellary road 1,west zone 2,sadashivanagar,bmtc_bus,22.0,3.0,12.0,0,1,High,False,71.08655019999999,0,fast
unplanned,vehicle_breakdown,non-corridor,central zone 2,sheshadripuram,bmtc_bus,22.0,3.0,12.0,0,1,Low,False,,0,fast
unplanned,vehicle_breakdown,cbd 2,central zone 2,cubbon park,bmtc_bus,22.0,3.0,12.0,0,1,High,False,11.7920497,0,fast
unplanned,vehicle_breakdown,non-corridor,north zone 1,k.g. halli,bmtc_bus,23.0,3.0,12.0,0,0,Low,False,,0,fast
unplanned,others,orr north 1,north zone 1,k.g. halli,unknown,0.0,4.0,12.0,0,0,High,False,,0,fast
planned,construction,varthur road,east zone 1,whitefield,unknown,0.0,4.0,12.0,0,0,High,False,,0,slow
planned,construction,varthur road,east zone 1,hal old airport,unknown,0.0,4.0,12.0,0,0,High,False,,0,slow
unplanned,accident,non-corridor,unknown,electronic city,unknown,0.0,4.0,12.0,0,0,Low,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,central zone 1,halasur,heavy_vehicle,0.0,4.0,12.0,0,0,Low,False,29.7505507,0,fast
unplanned,others,mysore road,west zone 1,kengeri,unknown,1.0,4.0,12.0,0,0,High,True,30.164484366666667,0,fast
unplanned,vehicle_breakdown,mysore road,central zone 1,ashok nagar,bmtc_bus,1.0,4.0,12.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,east zone 2,k.r. pura,heavy_vehicle,1.0,4.0,12.0,0,0,Low,False,154.20150111666666,0,fast
unplanned,others,irr(thanisandra road),south zone 2,adugodi,unknown,2.0,4.0,12.0,0,0,High,False,52045.907539516666,0,fast
unplanned,vehicle_breakdown,magadi road,west zone 1,kamakshipalya,others,2.0,4.0,12.0,0,0,High,False,,0,fast
unplanned,road_conditions,orr north 1,north zone 1,k.g. halli,unknown,2.0,4.0,12.0,0,0,High,False,1389.0003810666667,0,slow
unplanned,vehicle_breakdown,orr north 1,east zone 2,banaswadi,others,3.0,4.0,12.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,bellary road 1,west zone 2,sadashivanagar,bmtc_bus,3.0,4.0,12.0,0,0,High,False,20.309035,0,fast
unplanned,vehicle_breakdown,orr west 1,south zone 1,banashankari,heavy_vehicle,4.0,4.0,12.0,0,0,High,False,106.0838667,0,fast
unplanned,vehicle_breakdown,mysore road,central zone 2,halasuru gate,private_bus,4.0,4.0,12.0,0,0,High,True,,0,fast
unplanned,other_rare,orr west 1,south zone 1,banashankari,unknown,4.0,4.0,12.0,0,0,High,False,,0,slow
unplanned,vehicle_breakdown,tumkur road,west zone 1,yeshwanthpura,heavy_vehicle,4.0,4.0,12.0,0,0,High,False,36.74255311666666,0,fast
unplanned,vehicle_breakdown,tumkur road,west zone 1,yeshwanthpura,lcv,5.0,4.0,12.0,0,1,High,False,43.00267638333333,0,fast
unplanned,vehicle_breakdown,non-corridor,central zone 2,v.v.puram (c.pet),bmtc_bus,6.0,4.0,12.0,0,1,Low,False,,0,fast
unplanned,others,non-corridor,central zone 2,v.v.puram (c.pet),unknown,7.0,4.0,12.0,0,1,Low,True,85.47325566666667,0,fast
unplanned,vehicle_breakdown,west of chord road,west zone 2,byatarayanapura,ksrtc_bus,7.0,4.0,12.0,0,1,High,False,,0,fast
unplanned,vehicle_breakdown,non-corridor,north zone 1,pulikeshinagar(f.town),lcv,7.0,4.0,12.0,0,1,Low,False,67.49291361666667,0,fast
unplanned,vehicle_breakdown,bannerghata road,south zone 2,mico layout,bmtc_bus,8.0,4.0,12.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,west of chord road,west zone 2,rajajinagar,others,8.0,4.0,12.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,bellary road 1,west zone 2,sadashivanagar,ksrtc_bus,9.0,4.0,12.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,bellary road 1,west zone 2,sadashivanagar,ksrtc_bus,9.0,4.0,12.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,bellary road 1,west zone 2,sadashivanagar,bmtc_bus,9.0,4.0,12.0,0,0,High,False,,0,fast
unplanned,vehicle_breakdown,bellary road 1,west zone 2,sadashivanagar,bmtc_bus,9.0,4.0,12.0,0,0,High,False,,0,fast
planned,construction,bannerghata road,south zone 2,mico layout,unknown,11.0,4.0,12.0,0,0,High,True,426.6093685333333,0,slow
unplanned,vehicle_breakdown,orr north 2,north zone 2,jalahalli,heavy_vehicle,18.0,4.0,12.0,0,0,High,False,,0,fast
